uri,reg:hasSubClass,reg:hasSubproperty,reg:hasUnconstrained,reg:name@en,reg:status,rdf:type[0],rdfs:domain,rdfs:isDefinedBy,rdfs:label@en[0],rdfs:label@es[0],rdfs:label@es[1],rdfs:label@es[2],rdfs:range,rdfs:subClassOf,rdfs:subPropertyOf,owl:inverseOf,skos:definition@en[0],skos:definition@es[0],skos:scopeNote@en[0],skos:scopeNote@en[1],skos:scopeNote@es[0]
isbd:elements/P1142,,,isbd:unc/elements/P1142,hasParallelStatementOfResponsibilityRelatingToEdition,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel statement of responsibility relating to edition,tiene mención de responsabilidad paralela relativa a edición,,,,,,,"Relates a resource to one or more names, phrases, or groups of characters relating to the identification and/or function of any persons or corporate bodies responsible for or contributing to the creation or realisation of the intellectual or artistic content of an edition of a work contained in the resource, presented on the preferred source of information for the resource as an equivalent in another language or script.","Relaciona un recurso con uno o más nombres, frases o grupos de caracteres relativos a la identificación y/o función de cualquier persona o entidad corporativa responsable de o que contribuye a la creación o realización del contenido intelectual o artístico de una edición de una obra contenida en el recurso, que se presenta en la fuente de información preferida para el recurso y que se muestra como equivalente en otra lengua o escritura.",,,
isbd:elements/P1141,,,isbd:unc/elements/P1141,hasParallelStatementOfResponsibilityRelatingToTitle,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel statement of responsibility relating to title,tiene mención de responsabilidad paralela al título,,,,,,,Relates a resource to a statement of responsibility  presented on the preferred source of information for the resource as an equivalent in another language or script.,Relaciona un recurso con una mención de responsabilidad que se presenta en la fuente de información preferida para el recurso como un equivalente en otra lengua o escritura.,,,
isbd:elements/P1005,,,isbd:unc/elements/P1005,hasParallelTitle,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel title,tiene título paralelo,,,,,isbd:elements/P1012,,Relates a resource to a title in another language or script than the title proper and presented as an equivalent of the title proper on the preferred source or sources of information.,Relaciona un recurso con un título en otra lengua y/o escritura diferente a la del título propiamente dicho y que se presenta como equivalente del título propiamente dicho en las fuentes preferidas de información.,A title in another language that is linguistically linked to another part of the description is not treated as a parallel title.,,Un título en otra lengua que se vincula lingüísticamente a otra parte de la descripción no se trata como título paralelo.
isbd:elements/P1177,,,isbd:unc/elements/P1177,hasParallelTitleCompoundOfSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel title (compound) of series or multipart monographic resource,tiene título paralelo (compuesto) de serie o recurso monográfico multiparte,,,isbd:elements/C2024,,,,"Relates a resource that is a series or multipart monograph to a title consisting of a common title and a dependent title, with or without a dependent title designation, in another language or script than the title proper and presented as an equivalent of the title proper on the prescribed source or sources of information.",,,,
isbd:elements/P1027,,,isbd:unc/elements/P1027,hasParallelTitleOfSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel title of series or multipart monographic resource,tiene título paralelo de serie o recurso monográfico multiparte,,,,,,,Relates a resource that is a series or multipart monographic resource to a title in another language or script than the title proper and presented as an equivalent of the title proper on the preferred source of information.,Relaciona un recurso que es una serie o recurso monografico multiparte con un título en otra lengua o escritura diferente a la del título propiamente dicho y presentado como un equivalente del título propiamente dicho en la fuente preferida de información.,,,
isbd:elements/P1172,,,isbd:unc/elements/P1172,hasParallelTitleStatement,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel title statement,,,,,,,,Relates a resource to a statement of its parallel title.,,,,
isbd:elements/P1174,,,isbd:unc/elements/P1174,hasParallelTitleStatementOfSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has parallel title statement of series or multipart monographic resource,,,,,,,,Relates a resource that is a series or multipart monographic resource to a statement of its parallel title.,,,,
isbd:elements/P1019,,,isbd:unc/elements/P1019,hasPlaceOfPrintingOrManufacture,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has place of printing or manufacture,tiene lugar de impresión o fabricación,,,,,,,Relates a resource to the name of the place associated on the resource with its printing or manufacture.,Relaciona un recurso al nombre del lugar asociado en el recurso con su impresión o fabricación.,,,
isbd:elements/P1016,,,isbd:unc/elements/P1016,hasPlaceOfPublicationProductionDistribution,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,"has place of publication, production, distribution","tiene lugar de publicación, producción, distribución",,,,,,,"Relates a resource to the name of the place associated on the prescribed source of information with the name of the publisher, producer or distributor.","Relaciona un recurso con el nombre de un lugar asociado en la fuente de información prescrita con el nombre del editor, productor o distribuidor.","Usually given on the preferred source of information as the name of a city. If no publisher, producer or distributor is named, it is the place from which the resource was issued or distributed.",,"Normalmente figura en la fuente preferida de información como el nombre de una ciudad. Si no consta el nombre de ningún editor, productor o distribuidor, es el lugar en el cual el recurso se ha emitido o distribuido."
isbd:elements/P1168,,,isbd:unc/elements/P1168,hasPlaceOfPublicationProductionDistributionStatement,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,"has place of publication, production, distribution statement","tiene mención de lugar de publicación, producción o distribución",,,isbd:elements/C2018,,,,"Relates a resource to a statement including the place of publication, production, distribution, the additional place of publication statement, and the parallel statement of place of publication.","Relaciona un recurso con una mención que incluye el lugar de publicación, producción, distribución, la mención de lugar de publicación adicional y la mención de lugar de publicación paralela.",,,
isbd:elements/P1127,,,isbd:unc/elements/P1127,hasPlayingSpeed,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has playing speed,tiene velocidad de reproducción,,,,,,,Relates a resource to its playing speed.,Relaciona un recurso con su velocidad de reproducción.,,,
isbd:elements/P1055,,,isbd:unc/elements/P1055,hasPlayingTime,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has playing time,tiene duración,,,,,,,Relates a resource that has an inherent durational aspect to the time it takes to play the whole resource.,Relaciona un recurso que tiene un aspecto inherente de duración con el tiempo que conlleva la ejecución del recurso completo.,,,
isbd:elements/P1060,,,isbd:unc/elements/P1060,hasPresenceOfColour,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has presence of colour,tiene presencia de color,,,,,,,"Relates a resource that has coloured illustrations, or is visual, to a statement indicating the presence of coloured illustrations or colour characteristics, using the abbreviations ""col."" or ""b&w"" (or their equivalents in another language).","Relaciona un recurso que tiene ilustraciones en color, o es visual, con una mención que indica la presencia de ilustraciones en color o características de color, utilizando las abreviaturas “col.” o “bl. y n.” (o sus equivalentes en otra lengua).",,,
isbd:elements/P1057,,,isbd:unc/elements/P1057,hasPresenceOfIllustrations,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has presence of illustrations,tiene presencia de ilustraciones,,,,,,,"Relates a resource that is illustrated to the abbreviation ""ill."" (or its equivalent in another language), followed or replaced by a specification of particular types of illustration.","Relaciona un recurso que está ilustrado con la abreviatura “ill.” (o su equivalente en otra lengua), seguido o sustituido por una especificación del tipo concreto de ilustración.",,,
isbd:elements/P1062,,,isbd:unc/elements/P1062,hasPresenceOrAbsenceOfSound,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has presence or absence of sound,tiene presencia o ausencia de sonido,,,,,,,"Relates a resource that includes sound as an integral feature to the abbreviations ""sd."" (for sound) or ""si."" (for silent) (or their equivalents in another language).",Relaciona un recurso que incluye sonido como una característica integral con las abreviaturas “son.” (para “sonoro”) o “sil.” (para “silencio”) (o sus equivalentes en otra lengua).,Omitted if the presence of sound is implicit in the specific material designation.,,Se omite si la presencia de sonido está implícita en la designación específica del material.
isbd:elements/P1126,,,isbd:unc/elements/P1126,hasProcessOrMethodOfReproductionOfStillImage,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has process or method of reproduction of still image,tiene proceso o método de reproducción de imagen fija,,,,,,,Relates a resource that is a still image to details on the process or method of reproduction.,Relaciona un recurso que es una imagen fija con los detalles del proceso o método de reproducción.,,,
isbd:elements/P1162,,,isbd:unc/elements/P1162,hasPublicationProductionDistributionEtcArea,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,"has publication, production, distribution, etc area","tiene área de publicación, producción, distribución, etc.",,,isbd:elements/C2007,,,,"Relates a resource to a statement including the place of publication, production and/or distribution; the name of publisher, producer, and/or distributor; the date of publication, production, and/or distribution; the place of printing or manufacture; the name of printer or manufacturer; and the date of printing or manufacture.","Relaciona un recurso con una mención que incluye el lugar de publicación, producción y/o distribución; el nombre del editor, productor y/o distribuidor; la fecha de publicación, producción y/o distribución; el lugar de impresión o fabricación; el nombre del  impresor o fabricante, y la fecha de impresión o fabricación.","Covers all types of publication, production, distribution, issuing and release activities connected with resources.",,"Cubre todos los tipos de publicación, producción, distribución, edición y actividades de difusión relacionadas con los recursos."
isbd:elements/P1077,,,isbd:unc/elements/P1077,hasQualificationToIdentifier,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has qualification to identifier,tiene aclaración para el identificador,,,,,,,"Relates a resource to a brief statement that qualifies, explains, or corrects the identifier.","Relaciona un recurso con una breve mención que califica, explica o corrige el identificador.",,,
isbd:elements/P1150,,,isbd:unc/elements/P1150,hasQualificationToTermsOfAvailability,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has qualification to terms of availability,tiene título propiamente dicho de serie,tiene designación de título dependiente de serie,tiene aclaración a condición de disponibilidad ,,,,,Relates a resource to a qualification to a statement of the price if it is for sale or a brief statement of other terms if it is not for sale.,"Relaciona un recurso con una aclaración sobre una mención del precio, si está a la venta, o, si no lo está, una breve mención sobre otras condiciones de disponibilidad.",,,
isbd:elements/P1128,,,isbd:unc/elements/P1128,hasRecordingMethod,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has recording method,tiene método de grabación,,,,,,,Relates a resource that is an analogue sound disc to its recording method.,Relaciona un recurso que es un disco sonoro analógico con su método de grabación.,,,
isbd:elements/P1061,,,isbd:unc/elements/P1061,hasReductionRatio,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has reduction ratio,tiene proporción de reducción,,,,,,,Relates a resource that is a microform to an indication of the reduction ratio.,Relaciona un recurso que es una microforma con una indicación de su proporción de reducción.,"Where possible the ratio is expressed numerically. The terms ""low reduction"" (up to 15x), ""high reduction"" (31x–60x), ""very high reduction"" (61x–90x) and ""ultra-high reduction"" (91x and upwards) or their equivalents in another language and/or script are
used in cases where the reduction ratio cannot be specified exactly.",,
isbd:elements/P1154,,,isbd:unc/elements/P1154,hasStandardIdentifier,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has standard identifier,tiene identificador normalizado,,,,,isbd:elements/P1032,,Relates a resource to a standard identifier preceded by its customary label.,Relaciona un recurso con un identificador normalizado precedido de su etiqueta convencional.,"Customary labels include ""ISBN"", ""ISSN"", ""ISMN"".",,"Como etiquetas convencionales se incluyen “ISBN”, “ISSN”, “ISMN”."
isbd:elements/P1165,,,isbd:unc/elements/P1165,hasResourceIdentifierAndTermsOfAvailabilityArea,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has resource identifier and terms of availability area,tiene área de identificador del recurso y condiciones de disponibilidad,,,isbd:elements/C2011,,,,"Relates a resource to a statement including the resource identifier, the key title, and the terms of availability.","Relaciona un recurso con una mención que incluye el identificador del recurso, el título clave y las condiciones de disponibilidad.",,,
isbd:elements/P1125,,,isbd:unc/elements/P1125,hasResourceIdentifierStatement,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has resource identifier statement,,,,isbd:elements/C2028,,,,Relates a resource to a statement of its identifier.,,,,
isbd:elements/P1164,,,isbd:unc/elements/P1164,hasSeriesAndMultipartMonographicResourceArea,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has series and multipart monographic resource area,tiene área de serie y recurso monográfico multiparte,,,isbd:elements/C2009,,,,"Relates a resource to a statement including the title proper of a series or multipart monographic resource, the parallel title of a series or multipart monographic resource, the other title information of a series or multipart monographic resource, the parallel other title information of a series or multipart monographic resource, the statement of responsibility relating to a series or multipart monographic resource, the parallel statement of responsibility relating to a series or multipart monographic resource, the international standard number of a series or multipart monographic resource, and the numbering within a series or multipart monographic resource.","Relaciona un recurso con una mención que incluye el título propiamente dicho de una serie o recurso monográfico multiparte, el título paralelo de la serie o recurso monográfico multiparte, la información complementaria del título de la serie o recurso monográfico multiparte, la información complementaria del título paralela de la serie o recurso monográfico multiparte, la mención de resposabilidad relativa a la serie o recurso monográfico multiparte, la mención de resposabilidad paralela de la serie o recurso monográfico multiparte, el numero internacional normalizado de la serie o recurso monográfico multiparte y la numeración de la serie o recurso monográfico multiparte.",,,
isbd:elements/P1146,,,isbd:unc/elements/P1146,hasSpecificMaterialDesignation,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has specific material designation,tiene designación específica del material,,,,,,,"Relates a resource to a term indicating the specific class of material (usually the class of physical object) to which it belongs, and the number of units.","Relaciona un recurso con un término que indica la clase específica de material (generalmente la clase de objeto físico) al que pertenece, y el número de unidades.",,,
isbd:elements/P1022,,,isbd:unc/elements/P1022,hasSpecificMaterialDesignationAndExtent,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has specific material designation and extent,tiene designación específica del material y extensión,,,isbd:elements/C2015,,,,"Relates a resource to a statement including the specific material designation, the extent, the pagination statement (if a printed resource), and the playing time (if the resource has an inherent durational aspect).","Relaciona un recurso con una mención incluyendo la designación específica de material, la extension, la mención de paginación (si es un recurso impreso) y la duración (si el recurso tiene un aspecto inherente de duración).",,,
isbd:elements/P1049,,,isbd:unc/elements/P1049,hasStatementOfCoordinatesAndEquinox,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has statement of coordinates and equinox,tiene mención de coordenadas y equinoccio,,,isbd:elements/C2017,,,,Relates a resource that is cartographic to a statement including the coordinates and equinox.,Relaciona un recurso cartográfico con una mención que incluye las coordenadas y equinoccio.,,,
isbd:elements/P1167,,,isbd:unc/elements/P1167,hasStatementOfPrintingOrManufacture,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has statement of printing or manufacture,tiene mención de impresión o fabricación,,,isbd:elements/C2020,,,,"Relates a resource to a statement including the place of printing or manufacture, the name of printer or manufacturer, and the date of printing or manufacture.","Relaciona un recurso con una mención que incluye el lugar de impresión o fabricación, el nombre del impresor o fabricante y la fecha de impresión o fabricación.",,,
isbd:elements/P1048,,,isbd:unc/elements/P1048,hasStatementOfProjection,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has statement of projection,tiene mención de proyección,,,,,,,Relates a resource that is cartographic to the name and properties of a systematic drawing of lines on a plane surface to represent the parallels of latitude and the meridians of longitude of the Earth or a section of the Earth or other celestial sphere.,Relaciona un recurso cartográfico con el nombre y propiedades de un dibujo sistemático de líneas sobre una superficie plana que representa los paralelos de latitud y los meridianos de longitud de la Tierra o una sección de la Tierra u otra esfera celeste.,,,
isbd:elements/P1029,,,isbd:unc/elements/P1029,hasStatementOfResponsibilityOfSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has statement of responsibility of series or multipart monographic resource,tiene mención de responsabilidad de serie o recurso monográfico multiparte,,,,,,,"Relates a resource that is a series or multipart monographic resource to one or more names, phrases, or groups of characters relating to the identification and/or function of any persons or corporate bodies responsible for or contributing to the creation or realisation of the intellectual or artistic content of a work contained in the resource.","Relaciona un recurso que es una serie o recurso monográfico multiparte con uno o más nombres, frases o grupos de caracteres relacionados con la identificación y/o función de cualquier persona o entidad corporativa responsable de, o que contribuye a, la creación o realización del contenido artístico o intelectual de una obra contenida en el recurso.",The first statement of responsibility is given if the title proper of the series or multipart monographic resource is a generic term. The first and subsequent statements of responsibility are given in other cases when they appear on the prescribed source of information and are necessary for identification of the larger bibliographic resource or otherwise considered important to users of the catalogue.,,"Se da la primera mención de responsabilidad si el título propiamente dicho de la serie o recurso monográfico multiparte es un término genérico. En los demás  casos, se dan la primera y siguientes menciones de responsabilidad cuando aparecen en la fuente de información prescrita y son necesarias para la identificación del recurso bibliográfico más amplio o bien se considera importante para los usuarios del catálogo."
isbd:elements/P1059,,,isbd:unc/elements/P1059,hasStatementOfResponsibilityRelatingToAnAdditionalEditionStatement,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has statement of responsibility relating to an additional edition statement,tiene número de ilustraciones,tiene mención de responsabilidad relativa a una mención de edición adicional,,,,,,"Relates a resource to one or more names, phrases, or groups of characters relating to the identification and/or function of any persons or corporate bodies responsible for or contributing to the creation or realisation of the intellectual or artistic content of an additional edition statement of a work contained in the resource.","Relaciona un recurso a uno o más nombres, frases o grupo de caracteres relacionados con la identificación y/o función de personas o entidades corporativas responsables de, o que contribuyen a, la creación o realización del contenido intelectual o artístico de una mención de edición adicional de una obra contenida en el recurso.",,,
isbd:elements/P1010,,,isbd:unc/elements/P1010,hasStatementOfResponsibilityRelatingToEdition,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has statement of responsibility relating to edition,tiene mención de responsabilidad relativa a edición,,,,,,,"Relates a resource to one or more names, phrases, or groups of characters relating to the identification and/or function of any persons or corporate bodies responsible for or contributing to the creation or realisation of the intellectual or artistic content of an edition of a work contained in the resource.","Relaciona un recurso con uno o más nombres, frases, o grupos de caracteres relacionados con la identificación y/o función de cualquier persona o entidad corporativa responsables de, o que contribuyen a, la creación o realización del contenido intelectual o artístico de una edición de una obra contenida en el recurso.","Statements of responsibility relating to the edition can indicate functions such as that of a reviser of a new edition, or can name the person or body responsible for the provision of supplementary matter, of appendices, etc., in a new edition.",,"Las menciones de responsabilidad relativas a la edición pueden hacer referencia a
funciones tales como la de revisor de una nueva edición, o pueden designar a la persona o entidad responsable de la aportación de material complementario, apéndices, etc. a una nueva edición."
isbd:elements/P1007,,,isbd:unc/elements/P1007,hasStatementOfResponsibilityRelatingToTitle,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has statement of responsibility relating to title,tienen mención de responsabilidad relativa al título,,,,,,,"Relates a resource to one or more names, phrases, or groups of characters relating to the identification and/or function of any persons or corporate bodies responsible for or contributing to the creation or realisation of the intellectual or artistic content of a work contained in the resource.","Relaciona un recurso con uno o más nombres, frases, o grupos de caracteres relacionados con la identificación y/o función de cualquier persona o entidad corporativa responsables de, o que contribuyen a, la creación o realización del contenido intelectual o artístico de una obra contenida en el recurso.","A statement of responsibility is not constructed when there is no such statement on the resource. A statement of responsibility can relate to such entities as: writers, composers, performers, graphic artists, choreographers, arrangers, cartographers, programmers, principal investigators, animators, etc., whose work is embodied in the resource, whether directly (e.g. author of text, editor, compiler, translator, illustrator, engraver, cartographer, composer, arranger, choreographer), or indirectly (e.g. author of the novel on which a film script is based, author of the work on which the software is based, adapters of an already existing work), whether in the same medium as the original or in another; collectors of various data, persons responsible for the direction of a performed work; organizations, or individuals or corporate bodies sponsoring the work of any of the above (with intellectual and not merely financial sponsorship), producers of a popular music recording;.production companies and individuals such as producers, directors, or others having some degree of overall responsibility for a work; individuals who have specific responsibilities when in the context of a particular film, or particular type of film, they have a major creative role (e.g. cinematographers, writers of screenplays or animators of animated films); developers and designers, whose work involves the creation of the content of a resource or its realisation (e.g. game designer); entities having specific responsibilities in the context of a particular resource or particular type of resource (e.g. project directors of survey data, video director).",,"No se construye una mención de responsabilidad cuando no hay mención en el recurso. Una mención de responsabilidad puede relacionar ciertas entidades como: escritores, compositores, realizadores, artistas gráficos, coreógrafos, arreglistas, cartógrafos, programadores, investigadores principales, animadores, etc., cuya obra está presente en el recurso, bien directamente (p. ej., autor del texto, editor, compilador, traductor, ilustrador, grabador, cartógrafo, compositor, arreglista, coreógrafo), o indirectamente (p. ej., autor de la novela en la que se basa un guión cinematográfico, autor de una obra en la que se basa un software, adaptadores de una obra ya existente), tanto si está en el mismo medio que el original o en otro, recopiladores de información diversa, personas responsables de la dirección de una obra interpretada, organizaciones, individuos  o entidades corporativas que patrocinan la obra de cualquiera de los anteriores (con patrocinion intelectual y no meramente financiero), productores de grabaciones de música popular, personas y compañias de producción como productores, directores u otros que tienen algún grado de responsabilidad sobre una obra; personas que tienen responsabilidades específicas en el contexto de una película, o tipo concreto de película, aquellos que tienen un rol creativo (por ejemplo cinematógrafos, escritores de guiones o dibujantes en películas de animación); desarrolladores y diseñadores, cuyo trabajo implica la creación del contenido de un recurso o su realización (p. ej. diseñador de juegos); entidades que tienen responsabilidades específicas en el contexto de un recurso concreto o tipo de recurso en particular (p. ej. directores de proyectos de datos estadísticos, director de video)."
isbd:elements/P1047,,,isbd:unc/elements/P1047,hasStatementOfScale,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has statement of scale,tiene mención de escala,,,,,,,"Relates a resource that is cartographic to the ratio of distances on the resource to the actual distances they represent, given as a representative fraction, expressed as a ratio (1: ).","Relaciona un recurso cartográfico con la razón matemática entre la distancia en el recurso y la medida real que representa, se da como una fracción representativa, expresada como una ratio (1: ).",,,
isbd:elements/P1120,,,isbd:unc/elements/P1120,hasSubsequentNumberingSystem,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has subsequent numbering system,tiene sistema sucesivo de numeración,,,,,,,Relates a resource that is a serial to a new sequence of numbering (the identification of each of the successive issues or parts).,Relaciona un recurso que es una publicación seriada con una nueva secuencia de numeración (la identificación de cada uno de los sucesivos fascículos o partes).,"Normally, the serial carries a designation, such as ""new series"", ""second series"", etc., to indicate that a new sequence of numbering, not a new serial, is intended. The designation of the new sequence, if any, is included. The numbering system can include a numeral, a letter, any other character, or the combination of these, with or without an accompanying word (""volume"", ""number"", etc.), and, or, a chronological designation.",,"Generalmente, la publicación seriada lleva una designación, como “nueva serie”, “segunda serie”, etc.., con la que se indica una nueva secuencia de numeración, no una nueva publicación. Se incluye, si existe, la designación de la nueva secuencia. El sistema de numeración puede incluir un numeral, una letra o cualquier otro carácter, o una combinación de ellos, con o sin una palabra que lo acompañe (“volumen, número, etc.) y/o una designación cronológica."
isbd:elements/P1034,,,isbd:unc/elements/P1034,hasTermsOfAvailability,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has terms of availability,tiene condiciones de disponibilidad,,,,,,,Relates a resource to a statement of the price if it is for sale or a brief statement of other terms if it is not for sale.,Relaciona un recurso con una mención del precio si está a la venta o una breve mención de otras condiciones si no está a la venta.,It is recommended that the price of the resource be given with the international standard code for the currency as in ISO 4217.,,Se recomienda que el precio del recurso se de con el código normalizado internacional para la moneda como en la norma ISO 4217.
isbd:elements/P1093,,,isbd:unc/elements/P1093,hasTermsOfAvailabilityStatement,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has terms of availability statement,,,,isbd:elements/C2027,,,,Relates a resource to a statement of terms of availability.,,,,
isbd:elements/P1004,,,isbd:unc/elements/P1004,hasTitleProper,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has title proper,tiene título propiamente dicho,,,,,isbd:elements/P1012,,"Relates a resource to the title proper (the chief name of a resource, i.e. the title of a resource in the form in which it appears on the preferred source of information for the resource).","Relaciona un recurso con el título propiamente dicho (el nombre principal de un recurso, es decir, el título de un recurso en la forma en la que aparece en la fuente preferida de información para el recurso).","The title proper includes any alternative title, but excludes parallel titles and other title information. In the case of a section or some supplements and some titles of subseries or parts, the title proper can consist of two or more components: the common title (or the title of the main series or of the multipart monographic resource), the dependent title and the dependent title designation. For resources containing several individual works the title proper is the collective title. Resources containing several individual works and lacking a collective title are considered not to have a title proper. A series or subseries also has its own title proper.",,"El título propiamente dicho incluye cualquier título alternativo, pero excluye títulos paralelos e información complementaria del título. En el caso de una sección o algunos suplementos y algunos títulos de subseries o partes, el título propiamente dicho puede consistir en dos o más componentes: el título común (o el título de la serie principal o del recurso monográfico multiparte), el título dependiente y la designación del título dependiente. Para recursos que contienen varias obras individuales, el título propiamente dicho es el título colectivo. Se considera que un recurso no tiene título propiamente dicho cuando contiene varias obras individuales y no existe un título colectivo. Una serie o subserie tiene también su títulopropiamente dicho."
isbd:elements/P1117,,,isbd:unc/elements/P1117,hasTitleOfIndividualWorkBySameAuthor,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has title of individual work by same author,tiene título de obra individual del mismo autor,,,,,isbd:elements/P1012,,Relates a resource to the title of an individual work when the resource comprises two or more works without a collective title.,Relaciona un recurso con el título de una obra individual cuando el recurso se compone de dos o más obras sin título colectivo.,,,
isbd:elements/P1118,,,isbd:unc/elements/P1118,hasTitleOfIndividualWorkByDifferentAuthor,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has title of individual work by different author,tiene título de obra individual de diferente autor,,,,,isbd:elements/P1012,,Relates a resource to the title of an individual work when the resource comprises two or more works with different statements of responsibility without a collective title.,Relaciona un recurso con el título de una obra individual cuando el recurso se compone de dos o más obras con diferentes menciones de responsabilidad sin título colectivo.,,,
isbd:elements/P1159,,,isbd:unc/elements/P1159,hasTitleAndStatementOfResponsibilityArea,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has title and statement of responsibility area,tiene área de título y mención de responsabilidad,,,isbd:elements/C2004,,,,"Relates a resource to a statement including the title proper, parallel titles, other title information, and statements of responsibility.","Relaciona un recurso con una mención que incluye el título propiamente dicho, títulos paralelos, información complementaria del título y menciones de responsabilidad.",,,
isbd:elements/P1186,,,isbd:unc/elements/P1186,hasTitleProperCompoundOfSeries,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has title proper (compound) of series,,,,isbd:elements/C2022,,,,"Relates a resource that is a series or multipart monographic resource to the title proper consisting of a common title and a dependent title, with or without a dependent title designation.",,,,
isbd:elements/P1026,,,isbd:unc/elements/P1026,hasTitleProperOfSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has title proper of series or multipart monographic resource,tiene título propiamente dicho de serie o recurso monográfico multiparte,,,,,,,"Relates a resource that is a series or multipart monographic resource to the title proper (the chief name of a resource, i.e. the title of a resource in the form in which it appears on the preferred source of information for the resource).","Relaciona un recurso que es una serie o recurso monográfico multiparte con el título propiamente dicho (el nombre principal de un recurso, es decir, el titulo de un recurso en la forma en la que aparece en la fuente preferida de información para el recurso).",,,
isbd:elements/P1170,,,isbd:unc/elements/P1170,hasTitleStatement,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has title statement,,,,,,,,Relates a resource to a statement of its title.,,,,
isbd:elements/P1173,,,isbd:unc/elements/P1173,hasTitleStatementOfSeriesOrMultipartMonographicResource,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has title statement of series or multipart monographic resource,,,,,,,,Relates a resource that is a series or multipart monographic resource to a statement of its title.,,,,
isbd:elements/P1132,,,isbd:unc/elements/P1132,hasTrackConfiguration,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has track configuration,tiene configuración de pistas,,,,,,,Relates a resource that is a sound reel recorded on four or more tracks to its track configuration.,Relaciona un recurso que es un rollo sonoro grabado en cuatro o más pistas con la configuración de sus pistas.,,,
isbd:elements/P1193,,,isbd:unc/elements/P1193,hasWorkAspect,RegStatus:1001,rdf:Property,isbd:elements/C2001,isbd:elements/,has work aspect,,,,frbrer:C1001,,,isbd:elements/P1197,Relates a bibliographic resource to a work reflected in it.,,,,
isbd:elements/P1197,,,isbd:unc/elements/P1197,isWorkReflectedIn,RegStatus:1001,rdf:Property,frbrer:C1001,isbd:elements/,is work reflected in,,,,isbd:elements/C2001,,,isbd:elements/P1193,Relates a work to a bibliographic resource that reflects it.,,,,
